BookID,Title,AuthorID,GenreID,ISBN,Publisher,PublicationDate,Stock,Price,Photo
11062,Reason to Believe,195117,903,0671536796,Simon & Schuster,1995-10-01,11,283.75,http://images.amazon.com/images/P/0671536796.01.LZZZZZZZ.jpg
11063,Harlot's Ghost,197913,444,0345379659,Random House,1991-10-01,4,206.87,http://images.amazon.com/images/P/0345379659.01.LZZZZZZZ.jpg
11064,Our Father,113518,444,0316293903,Little Brown & Co,1994-01-01,8,324.66,http://images.amazon.com/images/P/0316293903.01.LZZZZZZZ.jpg
11065,Enchanted Love: The Mystical Power Of Intimate Relationships,103881,973,0684870258,Simon & Schuster,1999-10-01,17,198.37,http://images.amazon.com/images/P/0684870258.01.LZZZZZZZ.jpg
11066,Who Moved the Stone?,70781,973,0571032591,Zondervan,1987-08-01,3,308.11,http://images.amazon.com/images/P/0571032591.01.LZZZZZZZ.jpg
11067,The Golem,106364,1247,0374327416,Holiday House,1996-06-01,9,135.69,http://images.amazon.com/images/P/0374327416.01.LZZZZZZZ.jpg
11068,Lift-Your-Spirits Quote Book,177813,973,0517163098,Gramercy,2001-05-01,12,266.92,http://images.amazon.com/images/P/0517163098.01.LZZZZZZZ.jpg
11071,Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,201781,1063,0452284163,Dutton Adult,2002-10-01,6,60.87,http://images.amazon.com/images/P/0452284163.01.LZZZZZZZ.jpg
11072,Visions of Fantasy: Tales from the Masters,201542,625,0553293567,Doubleday Books for Young Readers,1989-09-01,10,71.05,http://images.amazon.com/images/P/0553293567.01.LZZZZZZZ.jpg
11073,"The Nutrition Bible: The Comprehensive, No-Nonsense Guide to Foods, Nutrients, Additives, Preservatives, Pollutants, and Everything Else We Eat and",1989,709,0688116191,William Morrow & Co,1995-10-01,15,134.61,http://images.amazon.com/images/P/0688116191.01.LZZZZZZZ.jpg
11075,Encore Provence,203009,1163,0241134706,Knopf,1999-06-01,4,152.23,http://images.amazon.com/images/P/0241134706.01.LZZZZZZZ.jpg
11076,In the Beginning,202813,444,044920037X,Knopf,1975-09-01,3,101.35,http://images.amazon.com/images/P/044920037X.01.LZZZZZZZ.jpg
11077,Bad Haircut: Stories of the Seventies,205431,444,042515954X,Berkley Trade,1997-04-01,18,385.14,http://images.amazon.com/images/P/042515954X.01.LZZZZZZZ.jpg
11078,Dear Mr. Henshaw,201738,625,068802405X,HarperCollins,2000-05-01,9,228.21,http://images.amazon.com/images/P/068802405X.01.LZZZZZZZ.jpg
11080,Jazz,200834,761,8440656963,DK ADULT,1993-09-01,11,305.45,http://images.amazon.com/images/P/8440656963.01.LZZZZZZZ.jpg
11082,The Book of Love,197216,432,0393045897,Conari Pr,2001-02-01,4,159.25,http://images.amazon.com/images/P/0393045897.01.LZZZZZZZ.jpg
11083,Requiem,104975,444,0330325434,Tor Books,2006-06-01,8,170.43,http://images.amazon.com/images/P/0330325434.01.LZZZZZZZ.jpg
11084,The Perfect Business,51367,1036,068483345X,Touchstone,1997-08-01,18,245.84,http://images.amazon.com/images/P/068483345X.01.LZZZZZZZ.jpg
11086,The Wild Irish,202522,444,0060091428,William Morrow,2003-10-01,10,333.22,http://images.amazon.com/images/P/0060091428.01.LZZZZZZZ.jpg
11087,The Crazed,204378,444,0375714111,Vintage,2004-01-01,15,360.56,http://images.amazon.com/images/P/0375714111.01.LZZZZZZZ.jpg
11088,Dr. Atkins' Quick and Easy New Diet Cookbook,143694,273,0684837013,Fireside,1997-01-01,1,68.56,http://images.amazon.com/images/P/0684837013.01.LZZZZZZZ.jpg
11090,Virgin: Prelude to the Throne,202522,444,0743204859,Scribner,2002-06-01,13,147.43,http://images.amazon.com/images/P/0743204859.01.LZZZZZZZ.jpg
11091,Savage Love: Straight Answers from America's Most Popular Sex Columnist,201781,1036,0452278155,Penguin Books,1998-10-01,4,451.12,http://images.amazon.com/images/P/0452278155.01.LZZZZZZZ.jpg
11092,Sacred Contracts: Awakening Your Divine Potential,201399,133,0517703920,Harmony,2002-01-01,12,78.03,http://images.amazon.com/images/P/0517703920.01.LZZZZZZZ.jpg
11094,Understanding Nutrition,122227,1017,0534546129,Wadsworth Publishing,1995-12-01,6,334.13,http://images.amazon.com/images/P/0534546129.01.LZZZZZZZ.jpg
11095,Kissing in Manhattan,114799,444,0385335660,The Dial Press,2001-06-01,6,110.02,http://images.amazon.com/images/P/0385335660.01.LZZZZZZZ.jpg
11096,Bobbi Brown Beauty: The Ultimate Beauty Resource,148231,522,0062701673,William Morrow,1997-02-01,14,315.74,http://images.amazon.com/images/P/0062701673.01.LZZZZZZZ.jpg
11097,The School Story,205069,625,0689855958,Atheneum Books for Young Readers,2002-08-01,16,424.56,http://images.amazon.com/images/P/0689855958.01.LZZZZZZZ.jpg
11100,Who Do You Think Your Are?: Explore Your Many-Sided Self With the Berkeley Personality Profile,115268,937,0062502786,Harper San Francisco,1994-09-01,16,279.25,http://images.amazon.com/images/P/0062502786.01.LZZZZZZZ.jpg
11101,Regeneration,207584,444,0843946156,Plume,1993-07-01,6,131.13,http://images.amazon.com/images/P/0843946156.01.LZZZZZZZ.jpg
11102,The Verbally Abusive Relationship: How to Recognize It and How to Respond,111306,937,1558501339,Adams Media,2003-01-01,19,387.83,http://images.amazon.com/images/P/1558501339.01.LZZZZZZZ.jpg
11103,Treasures,209443,444,0821744550,Delacorte Press,1992-02-01,1,67.64,http://images.amazon.com/images/P/0821744550.01.LZZZZZZZ.jpg
11104,"The Courageous: Rebels Trilogy, Book 2 (Star Trek: Deep Space Nine, No. 25)",208670,444,0671011413,Star Trek,1999-02-01,14,485.79,http://images.amazon.com/images/P/0671011413.01.LZZZZZZZ.jpg
11105,Desire Me Only,175284,444,0821756664,Kensington,2002-01-01,3,390.01,http://images.amazon.com/images/P/0821756664.01.LZZZZZZZ.jpg
11106,Charlton Heston Presents the Bible,97414,973,1577192702,Gt Pub Corp,2000-11-01,10,483.98,http://images.amazon.com/images/P/1577192702.01.LZZZZZZZ.jpg
11107,Sex and Sensibility: The Thinking Parent's Guide to Talking Sense About Sex,186540,432,0738205206,Da Capo Lifelong Books,2000-12-01,11,296.62,http://images.amazon.com/images/P/0738205206.01.LZZZZZZZ.jpg
11109,E=mc2: A Biography of the World's Most Famous Equation,103182,1017,0425181642,Berkley Publishing Group,2001-10-01,20,124.56,http://images.amazon.com/images/P/0425181642.01.LZZZZZZZ.jpg
11110,Blind Faith,205308,1063,0399133526,Putnam Adult,1989-01-01,10,301.06,http://images.amazon.com/images/P/0399133526.01.LZZZZZZZ.jpg
11111,Best Friends,208850,444,030712939X,Riverhead Books,2002-06-01,15,97.67,http://images.amazon.com/images/P/030712939X.01.LZZZZZZZ.jpg
11112,A Love Divine,201742,444,0446516910,Grand Central Pub,1996-09-01,8,391.37,http://images.amazon.com/images/P/0446516910.01.LZZZZZZZ.jpg
11113,The Agenda: What Every Business Must Do to Dominate the Decade,135284,150,0609609661,Crown Business,2001-10-01,6,134.46,http://images.amazon.com/images/P/0609609661.01.LZZZZZZZ.jpg
11119,Science and Religion: Are They Compatible?,113830,973,1591020646,Prometheus,2003-04-01,14,65.08,http://images.amazon.com/images/P/1591020646.01.LZZZZZZZ.jpg
11122,Kaleidoscope,201778,444,0345448219,Delacorte Press,1987-10-01,9,155.28,http://images.amazon.com/images/P/0345448219.01.LZZZZZZZ.jpg
11123,Sea Star: Orphan of Chincoteague,203732,625,0590415379,Aladdin,2007-05-01,16,80.64,http://images.amazon.com/images/P/0590415379.01.LZZZZZZZ.jpg
11125,Savage Beauty: The Life of Edna St. Vincent Millay,203705,119,0375760814,Random House Trade Paperbacks,2002-09-01,12,199.63,http://images.amazon.com/images/P/0375760814.01.LZZZZZZZ.jpg
11126,Very Old Bones (Contemporary American Fiction),208625,444,0140138986,Penguin Books,1993-04-01,18,485.54,http://images.amazon.com/images/P/0140138986.01.LZZZZZZZ.jpg
11130,See Jane Die (Mira),102199,444,0778320537,Mira,2004-06-01,3,471.66,http://images.amazon.com/images/P/0778320537.01.LZZZZZZZ.jpg
11131,The Hundredth Man,147697,444,052594821X,Dutton,2004-06-01,4,115.79,http://images.amazon.com/images/P/052594821X.01.LZZZZZZZ.jpg
11132,Blue Light,201046,444,0613212355,"Little, Brown and Company",1998-11-01,4,208.05,http://images.amazon.com/images/P/0613212355.01.LZZZZZZZ.jpg
11133,Dancing on the Wind,197320,444,0451209109,Signet,2003-05-01,5,106.87,http://images.amazon.com/images/P/0451209109.01.LZZZZZZZ.jpg
11134,Rough Justice,201137,444,0060187468,Putnam Adult,2008-08-01,2,81.04,http://images.amazon.com/images/P/0060187468.01.LZZZZZZZ.jpg
11135,Bringing Out the Best in People: How to Apply the Astonishing Power of Positive Reinforcement,202258,150,0070153582,McGraw Hill,1994-12-01,16,68.98,http://images.amazon.com/images/P/0070153582.01.LZZZZZZZ.jpg
11136,Empress Orchid,206287,444,0618068872,Mariner Books,2005-04-01,3,110.28,http://images.amazon.com/images/P/0618068872.01.LZZZZZZZ.jpg
11138,Travesties,198187,859,0802150896,Grove Press,1994-01-01,7,252.11,http://images.amazon.com/images/P/0802150896.01.LZZZZZZZ.jpg
11139,"Always Outnumbered, Always Outgunned",201046,444,0393045390,W. W. Norton and Company,1997-11-01,19,232.62,http://images.amazon.com/images/P/0393045390.01.LZZZZZZZ.jpg
11140,The Journey of Oliver K. Woodman,163794,625,0152023291,Sandpiper,2009-05-01,15,66.94,http://images.amazon.com/images/P/0152023291.01.LZZZZZZZ.jpg
11141,The Memoirs of Elizabeth Frankenstein,133981,444,0679437320,Random House,1995-04-01,12,322.04,http://images.amazon.com/images/P/0679437320.01.LZZZZZZZ.jpg
11143,The Passenger,29846,444,0399144919,Berkley,2000-12-01,19,134.7,http://images.amazon.com/images/P/0399144919.01.LZZZZZZZ.jpg
11144,An American Childhood,208376,119,0060158050,Harper & Row,1987-08-01,1,234.79,http://images.amazon.com/images/P/0060158050.01.LZZZZZZZ.jpg
11146,Dr. Faustus (Dover Thrift Editions),198514,345,0486282082,Dover Publications,1994-10-01,16,264.68,http://images.amazon.com/images/P/0486282082.01.LZZZZZZZ.jpg
11147,The Miracle Life of Edgar Mint: A Novel,105490,444,0393020363,Vintage,2002-05-01,6,377.24,http://images.amazon.com/images/P/0393020363.01.LZZZZZZZ.jpg
11148,Freedomland,208499,444,0767900243,Broadway Books,1998-05-01,3,335.63,http://images.amazon.com/images/P/0767900243.01.LZZZZZZZ.jpg
11149,Sleeping Beauty,152766,444,0394484746,Poseidon Press,1991-01-01,14,227.31,http://images.amazon.com/images/P/0394484746.01.LZZZZZZZ.jpg
11150,The Sweetest Dream: A Novel,204994,444,0066213347,Harper Perennial,2002-12-01,8,68.88,http://images.amazon.com/images/P/0066213347.01.LZZZZZZZ.jpg
11151,The Way Home,197470,625,0061084913,Dutton Books for Young Readers,1999-09-01,6,104.05,http://images.amazon.com/images/P/0061084913.01.LZZZZZZZ.jpg
11153,If You Love Me,150212,444,0449150054,Ivy Books,1997-02-01,2,410.03,http://images.amazon.com/images/P/0449150054.01.LZZZZZZZ.jpg
11154,"England, England",202762,444,0375405828,Vintage,2000-04-01,8,444.21,http://images.amazon.com/images/P/0375405828.01.LZZZZZZZ.jpg
11156,Among Schoolchildren,198069,1063,0395475910,Houghton Mifflin,1989-08-01,18,450.17,http://images.amazon.com/images/P/0395475910.01.LZZZZZZZ.jpg
11157,A Firing Offense,206282,444,0804118027,Random House,1997-04-01,14,109.27,http://images.amazon.com/images/P/0804118027.01.LZZZZZZZ.jpg
11158,Dave Barry Is Not Taking This Sitting Down!,202387,564,0345444108,Crown,2000-10-01,18,201.08,http://images.amazon.com/images/P/0345444108.01.LZZZZZZZ.jpg
11159,The Fitzgeralds and the Kennedys : An American Saga,201607,119,0671231081,Simon & Schuster,1986-12-01,13,371.47,http://images.amazon.com/images/P/0671231081.01.LZZZZZZZ.jpg
11160,Whom the Gods Love (Julian Kestrel Mystery),111308,444,014024767X,Penguin Books,1996-05-01,9,252.52,http://images.amazon.com/images/P/014024767X.01.LZZZZZZZ.jpg
11161,Mind Siege: The Battle for Truth in the New Millennium,202129,973,0849916720,Word Publishing,2001-01-01,9,355.62,http://images.amazon.com/images/P/0849916720.01.LZZZZZZZ.jpg
11162,The Wealth and Poverty of Nations: Why Some Are So Rich and Some So Poor,149790,150,0393318885,W. W. Norton & Company,1999-05-01,6,98.16,http://images.amazon.com/images/P/0393318885.01.LZZZZZZZ.jpg
11163,Women's Rites,74553,444,0449129039,Fawcett,1986-05-01,11,422.99,http://images.amazon.com/images/P/0449129039.01.LZZZZZZZ.jpg
11167,Killing Pablo: The Hunt for the World's Greatest Outlaw,201606,1169,0871137836,Penguin Books,2002-04-01,4,413.02,http://images.amazon.com/images/P/0871137836.01.LZZZZZZZ.jpg
11169,"Roll of Thunder, Hear My Cry",202187,1247,0590982079,Puffin Books,1991-10-01,7,71.84,http://images.amazon.com/images/P/0590982079.01.LZZZZZZZ.jpg
11170,White Fang (Scholastic Classics),200963,1247,0439236193,Scholastic Paperbacks,2001-01-01,12,184.23,http://images.amazon.com/images/P/0439236193.01.LZZZZZZZ.jpg
11172,Toward a New Psychology of Women,82576,937,0807029092,Beacon Press,1987-04-01,5,82.5,http://images.amazon.com/images/P/0807029092.01.LZZZZZZZ.jpg
11173,The Scorecard: The Official Point System for Keeping Score in the Relationship Game,106739,564,0805054502,Holt Paperbacks,1997-11-01,15,325.11,http://images.amazon.com/images/P/0805054502.01.LZZZZZZZ.jpg
11175,"Food and You: Everything a Woman Needs to Know About Loving Food--For Better Health, for a Beautiful Body and for Emotional Satisfaction",140054,522,0875962912,Rodale Pr,1996-01-01,12,392.82,http://images.amazon.com/images/P/0875962912.01.LZZZZZZZ.jpg
11176,The God Project,205226,444,0802111289,Grove Pr,1990-01-01,20,103.24,http://images.amazon.com/images/P/0802111289.01.LZZZZZZZ.jpg
11177,Bishop As Pawn,103398,444,0836261305,Andrews Mcmeel Pub,1994-03-01,10,241.15,http://images.amazon.com/images/P/0836261305.01.LZZZZZZZ.jpg
11178,Dead Wrong,103398,444,0836261291,Fawcett,1994-07-01,5,205.75,http://images.amazon.com/images/P/0836261291.01.LZZZZZZZ.jpg
11182,Duh! The Stupid History Of The Human Race,37305,564,0740710028,Andrews McMeel Publishing,2000-09-01,17,186.01,http://images.amazon.com/images/P/0740710028.01.LZZZZZZZ.jpg
11183,"How to Be a Villain: Evil Laughs, Secret Lairs, Master Plans, and More!!!",82017,564,0811846660,Chronicle Books,2003-02-01,6,268.72,http://images.amazon.com/images/P/0811846660.01.LZZZZZZZ.jpg
11184,Sights Unseen,202815,444,0399139869,Putnam Adult,1995-08-01,15,202.18,http://images.amazon.com/images/P/0399139869.01.LZZZZZZZ.jpg
11185,The Cattle Killing,205574,444,0395877504,Mariner Books,1997-09-01,9,287.52,http://images.amazon.com/images/P/0395877504.01.LZZZZZZZ.jpg
11186,A Country of Strangers: Blacks and Whites in America,206587,1063,0394589750,Knopf,1997-09-01,7,272.36,http://images.amazon.com/images/P/0394589750.01.LZZZZZZZ.jpg
11187,Glimmering,202154,444,0061008052,Harper Prism,1997-03-01,10,111.33,http://images.amazon.com/images/P/0061008052.01.LZZZZZZZ.jpg
11188,Maze of Worlds,108489,444,0312866046,Tor Books,1998-06-01,7,497.47,http://images.amazon.com/images/P/0312866046.01.LZZZZZZZ.jpg
11189,Destiny's Road,197338,444,0312851227,Tor Books,1997-06-01,4,454.19,http://images.amazon.com/images/P/0312851227.01.LZZZZZZZ.jpg
11190,Raptor,106461,444,0553562827,Harper & Row,1989-12-01,13,391.88,http://images.amazon.com/images/P/0553562827.01.LZZZZZZZ.jpg
11191,How to Become CEO: The Rules for Rising to the Top of Any Organization,143216,150,0786864370,Hachette Books,1998-10-01,12,360.97,http://images.amazon.com/images/P/0786864370.01.LZZZZZZZ.jpg
11192,Leading Quietly,92255,150,1578514878,Harvard Business Review Press,2002-02-01,14,385.52,http://images.amazon.com/images/P/1578514878.01.LZZZZZZZ.jpg
11193,A Mathematician Reads the Newspaper,104762,704,0465043623,Anchor,1997-09-01,8,109.56,http://images.amazon.com/images/P/0465043623.01.LZZZZZZZ.jpg
11194,Black Light,202154,444,0061057320,Harper Prism,1999-04-01,7,255.82,http://images.amazon.com/images/P/0061057320.01.LZZZZZZZ.jpg
11195,The First Elizabeth,206511,119,031216842X,Simon & Schuster,1984-04-01,17,188.27,http://images.amazon.com/images/P/031216842X.01.LZZZZZZZ.jpg
11196,Pax Britannica: Climax of an Empire,90887,537,0156714663,Harcourt,1989-01-01,11,250.26,http://images.amazon.com/images/P/0156714663.01.LZZZZZZZ.jpg
11197,A History of Reading,102495,537,0670843024,Viking Adult,1996-09-01,9,147.06,http://images.amazon.com/images/P/0670843024.01.LZZZZZZZ.jpg
11200,The Firebrand,201877,444,1551667584,Simon and Schuster,1987-10-01,13,491.52,http://images.amazon.com/images/P/1551667584.01.LZZZZZZZ.jpg
11201,Creating a Beautiful Home,70641,70,0688109349,William Morrow Paperbacks,1993-11-01,16,148.53,http://images.amazon.com/images/P/0688109349.01.LZZZZZZZ.jpg
11202,Mary Emmerling's American Country Details,128219,558,0517583690,Clarkson Potter,1994-10-01,9,280.92,http://images.amazon.com/images/P/0517583690.01.LZZZZZZZ.jpg
11203,The Last Time I Saw Paris,108865,444,0312980302,St Martins Pr,2001-07-01,10,166.49,http://images.amazon.com/images/P/0312980302.01.LZZZZZZZ.jpg
11204,After Life: Answers from the Other Side,113784,133,1932128069,Princess Books,2004-10-01,10,216.35,http://images.amazon.com/images/P/1932128069.01.LZZZZZZZ.jpg
11205,Get to the Heart: My Story,148512,761,0553057995,Bantam,1990-09-01,18,436.06,http://images.amazon.com/images/P/0553057995.01.LZZZZZZZ.jpg
11206,My Life and Dr. Joyce Brothers: A Novel in Stories,80974,444,0945575319,Algonquin Books,1990-04-01,6,174.0,http://images.amazon.com/images/P/0945575319.01.LZZZZZZZ.jpg
11209,The Girls: A Novel,22317,444,0679433953,"Little, Brown and Company",2006-05-01,16,499.72,http://images.amazon.com/images/P/0679433953.01.LZZZZZZZ.jpg
11210,Dana's Valley,200807,444,0764225146,Bethany House Publishers,2001-03-01,4,376.67,http://images.amazon.com/images/P/0764225146.01.LZZZZZZZ.jpg
11211,Requiem for Moses (Father Koesler Mystery),103398,444,034540291X,Andrews Mcmeel Pub,1996-03-01,13,73.36,http://images.amazon.com/images/P/034540291X.01.LZZZZZZZ.jpg
11212,Savannah,133257,444,0312962320,Doubleday,1983-01-01,3,235.39,http://images.amazon.com/images/P/0312962320.01.LZZZZZZZ.jpg
11214,Down Under,200862,1163,0754023818,Transworld Pub,2001-07-01,9,424.95,http://images.amazon.com/images/P/0754023818.01.LZZZZZZZ.jpg
11215,American Dreams,198088,444,0679767991,Dutton Adult,1998-07-01,20,455.2,http://images.amazon.com/images/P/0679767991.01.LZZZZZZZ.jpg
11216,The Missing Piece,115671,625,0156013371,Harper & Row,2006-01-01,1,284.13,http://images.amazon.com/images/P/0156013371.01.LZZZZZZZ.jpg
11217,Bech at Bay: A Quasi-Novel (Quasi-Novels),204970,444,044900404X,Alfred A. Knopf,1998-10-01,4,310.41,http://images.amazon.com/images/P/044900404X.01.LZZZZZZZ.jpg
11218,Littlejohn,46135,444,0679750010,Villard,1993-08-01,9,263.93,http://images.amazon.com/images/P/0679750010.01.LZZZZZZZ.jpg
11219,The New Terrorism: Fanaticism and the Arms of Mass Destruction,199057,903,0195118162,Oxford University Press,2000-10-01,7,349.41,http://images.amazon.com/images/P/0195118162.01.LZZZZZZZ.jpg
11220,Always the Bridesmaid,5249,444,0330412140,William Morrow Paperbacks,2004-02-01,18,291.23,http://images.amazon.com/images/P/0330412140.01.LZZZZZZZ.jpg
11222,Angels: A Novel,201419,444,0060988827,William Morrow Paperbacks,2008-02-01,4,322.24,http://images.amazon.com/images/P/0060988827.01.LZZZZZZZ.jpg
11223,Andorra,104980,444,0452279445,Plume,1998-01-01,12,327.14,http://images.amazon.com/images/P/0452279445.01.LZZZZZZZ.jpg
11224,Among the Believers: An Islamic Journey,203298,1163,0394711955,Vintage,1982-07-01,20,404.49,http://images.amazon.com/images/P/0394711955.01.LZZZZZZZ.jpg
11225,How to Be Alone: Essays,201508,668,0374173273,Picador,2003-10-01,4,223.0,http://images.amazon.com/images/P/0374173273.01.LZZZZZZZ.jpg
11227,Emissary of Light: My Adventures With the Secret Peacemakers,51989,973,0446523003,Grand Central Pub,1997-09-01,12,99.13,http://images.amazon.com/images/P/0446523003.01.LZZZZZZZ.jpg
11228,Kiss: A Novel of the 87th Precinct,112136,444,0688102204,William Morrow & Co,1992-02-01,13,229.5,http://images.amazon.com/images/P/0688102204.01.LZZZZZZZ.jpg
11229,The Canary Caper (A to Z Mysteries),107168,625,0679885935,Random House Books for Young Readers,1998-03-01,19,190.06,http://images.amazon.com/images/P/0679885935.01.LZZZZZZZ.jpg
11230,The Golden Orange,197393,444,0688094082,William Morrow & Co,1990-05-01,16,264.73,http://images.amazon.com/images/P/0688094082.01.LZZZZZZZ.jpg
11231,Body Language,134271,444,0671673254,St. Martin's Press,1998-08-01,11,417.26,http://images.amazon.com/images/P/0671673254.01.LZZZZZZZ.jpg
11233,Chameleon,103398,444,0836261275,Beaufort Books,2010-01-01,7,260.39,http://images.amazon.com/images/P/0836261275.01.LZZZZZZZ.jpg
11234,Far Cry,83384,444,0061001880,Freundlich Books,1984-09-01,3,407.29,http://images.amazon.com/images/P/0061001880.01.LZZZZZZZ.jpg
11235,Illusions,156816,444,0843935723,Harpercollins,1997-04-01,3,241.94,http://images.amazon.com/images/P/0843935723.01.LZZZZZZZ.jpg
11239,Blind Justice,143211,444,0345374835,Ace,1991-04-01,20,114.54,http://images.amazon.com/images/P/0345374835.01.LZZZZZZZ.jpg
11240,You Never Can Tell,104571,444,0380810158,Avon,2002-04-01,17,152.37,http://images.amazon.com/images/P/0380810158.01.LZZZZZZZ.jpg
11242,Ties That Bind,203102,444,0446361178,HarTorch,2004-02-01,16,406.6,http://images.amazon.com/images/P/0446361178.01.LZZZZZZZ.jpg
11244,Seeing in the Dark : How Backyard Stargazers Are Probing Deep Space and Guarding Earth from Interplanetary Peril,140629,1017,0684865793,Simon & Schuster,2002-09-01,10,154.17,http://images.amazon.com/images/P/0684865793.01.LZZZZZZZ.jpg
11245,Frankenstein,200835,444,014130541X,Dover Publications,1994-01-01,5,331.91,http://images.amazon.com/images/P/014130541X.01.LZZZZZZZ.jpg
11246,The Loop,107390,444,0571129498,Delacorte Press,1998-09-01,18,453.04,http://images.amazon.com/images/P/0571129498.01.LZZZZZZZ.jpg
11247,Parenting With Love and Logic : Teaching Children Responsibility,206642,432,0891093117,Pinon Press,1990-07-01,18,378.41,http://images.amazon.com/images/P/0891093117.01.LZZZZZZZ.jpg
11248,Eli,161775,444,0310251141,Zondervan,2000-08-01,3,289.15,http://images.amazon.com/images/P/0310251141.01.LZZZZZZZ.jpg
11249,The Gigantic Joke Book,87520,626,0806975148,Union Square Kids,1981-03-01,9,140.05,http://images.amazon.com/images/P/0806975148.01.LZZZZZZZ.jpg
11250,The Sky's the Limit,201655,937,0671431099,Simon & Schuster,1980-10-01,15,310.55,http://images.amazon.com/images/P/0671431099.01.LZZZZZZZ.jpg
11251,Smoke in Mirrors,204260,444,1593553196,Berkley,2002-10-01,10,244.49,http://images.amazon.com/images/P/1593553196.01.LZZZZZZZ.jpg
11252,Fences,208118,345,0452264014,Plume,1986-06-01,8,245.9,http://images.amazon.com/images/P/0452264014.01.LZZZZZZZ.jpg
11253,The Big Lifters,97148,444,0812541049,Tor Books,1988-07-01,12,341.57,http://images.amazon.com/images/P/0812541049.01.LZZZZZZZ.jpg
11254,The Messies Superguide,49490,964,0800754034,Fleming H Revell Co,1991-06-01,7,499.08,http://images.amazon.com/images/P/0800754034.01.LZZZZZZZ.jpg
11255,Second Chance,201743,444,0385336357,Delacorte Press,2004-06-01,12,365.92,http://images.amazon.com/images/P/0385336357.01.LZZZZZZZ.jpg
11256,Head Games,148149,444,0312265786,St. Martin's Press,2004-03-01,10,378.88,http://images.amazon.com/images/P/0312265786.01.LZZZZZZZ.jpg
11257,Private Scandals,201768,444,0425190382,Jove,1994-05-01,16,140.16,http://images.amazon.com/images/P/0425190382.01.LZZZZZZZ.jpg
11258,Primal Fear,115414,444,074933665X,Villard,1993-01-01,7,458.35,http://images.amazon.com/images/P/074933665X.01.LZZZZZZZ.jpg
11260,Not Even for Love,201648,444,0446531626,Warner Books,2004-04-01,10,69.09,http://images.amazon.com/images/P/0446531626.01.LZZZZZZZ.jpg
11261,Dream Park,197338,444,0441167292,Ace,1981-04-01,5,321.3,http://images.amazon.com/images/P/0441167292.01.LZZZZZZZ.jpg
11262,Vegas Rich,198994,444,0821772066,Zebra,1997-03-01,6,138.62,http://images.amazon.com/images/P/0821772066.01.LZZZZZZZ.jpg
11263,The Stones Of Summer,16423,444,1585675172,Overlook Books,2004-01-01,5,108.71,http://images.amazon.com/images/P/1585675172.01.LZZZZZZZ.jpg
11264,Frameshift,208973,444,031286325X,Tor Books,2005-11-01,14,126.23,http://images.amazon.com/images/P/031286325X.01.LZZZZZZZ.jpg
11265,The Evolution of Useful Things: How Everyday Artifacts-From Forks and Pins to Paper Clips and Zippers-Came to be as They are,102777,1017,0679740392,Vintage,1994-02-01,13,227.96,http://images.amazon.com/images/P/0679740392.01.LZZZZZZZ.jpg
11266,An Easy Burden: The Civil Rights Movement and the Transformation of America,104545,903,0060173629,HarperCollins,1998-01-01,14,420.87,http://images.amazon.com/images/P/0060173629.01.LZZZZZZZ.jpg
11267,The Jenny Craig Cookbook: Cutting Through the Fat,1966,273,0848714962,Oxmoor House,1995-12-01,7,303.27,http://images.amazon.com/images/P/0848714962.01.LZZZZZZZ.jpg
11268,Saint Maybe,201509,444,0099914700,Ivy Books,1992-08-01,7,215.86,http://images.amazon.com/images/P/0099914700.01.LZZZZZZZ.jpg
11269,Rainsong,158378,444,044920510X,Doubleday,1984-03-01,13,312.48,http://images.amazon.com/images/P/044920510X.01.LZZZZZZZ.jpg
11270,Jump Start Your Brain,188637,150,0446517178,Grand Central Publishing,1996-01-01,15,391.98,http://images.amazon.com/images/P/0446517178.01.LZZZZZZZ.jpg
11272,Genuine Lies,201768,444,0553108344,Bantam,1998-06-01,7,61.69,http://images.amazon.com/images/P/0553108344.01.LZZZZZZZ.jpg
11273,In a Heartbeat,108865,444,0385333838,Delacorte Press,2000-11-01,14,109.94,http://images.amazon.com/images/P/0385333838.01.LZZZZZZZ.jpg
11274,After Dark,104922,444,0821766937,Doubleday,1995-06-01,12,273.36,http://images.amazon.com/images/P/0821766937.01.LZZZZZZZ.jpg
11275,The Whisper of the River,206195,444,0140083871,Penguin Books,1986-02-01,4,428.02,http://images.amazon.com/images/P/0140083871.01.LZZZZZZZ.jpg
11276,A Man's Journey to Simple Abundance,207356,1036,0743200616,Scribner,2000-11-01,2,145.25,http://images.amazon.com/images/P/0743200616.01.LZZZZZZZ.jpg
11277,Decorate Rich: Creating a Fabulous Look for Less,157868,558,0806962674,Sterling/Chapelle,2001-06-01,2,232.67,http://images.amazon.com/images/P/0806962674.01.LZZZZZZZ.jpg
11278,Pumping Irony: Working Out the Angst of a Lifetime,196734,564,0812924746,Crown,1995-10-01,4,323.62,http://images.amazon.com/images/P/0812924746.01.LZZZZZZZ.jpg
11280,The Kindness of Strangers: A Skip Langdon Novel,110746,444,0449909379,Ballantine Books,1996-07-01,20,154.51,http://images.amazon.com/images/P/0449909379.01.LZZZZZZZ.jpg
11281,Possessing the Secret of Joy,200819,444,0099268817,Harcourt Brace Jovanovich,1992-06-01,15,196.33,http://images.amazon.com/images/P/0099268817.01.LZZZZZZZ.jpg
